# This file was generated with pnmr-chi-gen v0.0.1 at 16:18:58 14-07-2026
# paranmr/simpnmr-compatible susceptibility tensor series
# seed=7 | chi_iso=[0.0, 1.0] | chi_ax=[-0.8, 0.8] | rho_over_ax=0.1666666667 | alpha_deg=0.0 | beta_deg=0.0 | gamma_deg=0.0
Temperature (K),chi_iso (Å^3),chi_ax (Å^3),chi_rho (Å^3),chi_xx (Å^3),chi_xy (Å^3),chi_xz (Å^3),chi_yy (Å^3),chi_yz (Å^3),chi_zz (Å^3),dchi_xx (Å^3),dchi_xy (Å^3),dchi_xz (Å^3),dchi_yy (Å^3),dchi_yz (Å^3),dchi_zz (Å^3),chi_x (Å^3),chi_y (Å^3),chi_z (Å^3),alpha (degrees),beta (degrees),gamma (degrees)
280.00,0.324678,-0.379842,-0.063307,0.387985,0.000000,0.000000,0.514599,0.000000,0.071450,0.063307,0.000000,0.000000,0.189921,0.000000,-0.253228,0.071450,0.387985,0.514599,0.000000,0.000000,0.000000
281.00,0.323522,-0.378490,-0.063082,0.386604,0.000000,0.000000,0.512767,0.000000,0.071195,0.063082,0.000000,0.000000,0.189245,0.000000,-0.252327,0.071195,0.386604,0.512767,0.000000,0.000000,0.000000
282.00,0.322375,-0.377148,-0.062858,0.385233,0.000000,0.000000,0.510949,0.000000,0.070943,0.062858,0.000000,0.000000,0.188574,0.000000,-0.251432,0.070943,0.385233,0.510949,0.000000,0.000000,0.000000
283.00,0.321236,-0.375815,-0.062636,0.383872,0.000000,0.000000,0.509143,0.000000,0.070692,0.062636,0.000000,0.000000,0.187908,0.000000,-0.250543,0.070692,0.383872,0.509143,0.000000,0.000000,0.000000
284.00,0.320105,-0.374492,-0.062415,0.382520,0.000000,0.000000,0.507351,0.000000,0.070443,0.062415,0.000000,0.000000,0.187246,0.000000,-0.249661,0.070443,0.382520,0.507351,0.000000,0.000000,0.000000
285.00,0.318982,-0.373178,-0.062196,0.381178,0.000000,0.000000,0.505570,0.000000,0.070196,0.062196,0.000000,0.000000,0.186589,0.000000,-0.248785,0.070196,0.381178,0.505570,0.000000,0.000000,0.000000
286.00,0.317866,-0.371873,-0.061979,0.379845,0.000000,0.000000,0.503803,0.000000,0.069951,0.061979,0.000000,0.000000,0.185937,0.000000,-0.247915,0.069951,0.379845,0.503803,0.000000,0.000000,0.000000
287.00,0.316759,-0.370577,-0.061763,0.378522,0.000000,0.000000,0.502047,0.000000,0.069707,0.061763,0.000000,0.000000,0.185289,0.000000,-0.247052,0.069707,0.378522,0.502047,0.000000,0.000000,0.000000
288.00,0.315659,-0.369291,-0.061548,0.377207,0.000000,0.000000,0.500304,0.000000,0.069465,0.061548,0.000000,0.000000,0.184645,0.000000,-0.246194,0.069465,0.377207,0.500304,0.000000,0.000000,0.000000
289.00,0.314567,-0.368013,-0.061335,0.375902,0.000000,0.000000,0.498573,0.000000,0.069225,0.061335,0.000000,0.000000,0.184006,0.000000,-0.245342,0.069225,0.375902,0.498573,0.000000,0.000000,0.000000
290.00,0.313482,-0.366744,-0.061124,0.374606,0.000000,0.000000,0.496854,0.000000,0.068986,0.061124,0.000000,0.000000,0.183372,0.000000,-0.244496,0.068986,0.374606,0.496854,0.000000,0.000000,0.000000
291.00,0.312405,-0.365484,-0.060914,0.373318,0.000000,0.000000,0.495146,0.000000,0.068749,0.060914,0.000000,0.000000,0.182742,0.000000,-0.243656,0.068749,0.373318,0.495146,0.000000,0.000000,0.000000
292.00,0.311335,-0.364232,-0.060705,0.372040,0.000000,0.000000,0.493451,0.000000,0.068513,0.060705,0.000000,0.000000,0.182116,0.000000,-0.242821,0.068513,0.372040,0.493451,0.000000,0.000000,0.000000
293.00,0.310272,-0.362989,-0.060498,0.370770,0.000000,0.000000,0.491766,0.000000,0.068280,0.060498,0.000000,0.000000,0.181494,0.000000,-0.241993,0.068280,0.370770,0.491766,0.000000,0.000000,0.000000
294.00,0.309217,-0.361754,-0.060292,0.369509,0.000000,0.000000,0.490094,0.000000,0.068047,0.060292,0.000000,0.000000,0.180877,0.000000,-0.241169,0.068047,0.369509,0.490094,0.000000,0.000000,0.000000
295.00,0.308169,-0.360528,-0.060088,0.368257,0.000000,0.000000,0.488432,0.000000,0.067817,0.060088,0.000000,0.000000,0.180264,0.000000,-0.240352,0.067817,0.368257,0.488432,0.000000,0.000000,0.000000
296.00,0.307127,-0.359310,-0.059885,0.367012,0.000000,0.000000,0.486782,0.000000,0.067588,0.059885,0.000000,0.000000,0.179655,0.000000,-0.239540,0.067588,0.367012,0.486782,0.000000,0.000000,0.000000
297.00,0.306093,-0.358100,-0.059683,0.365777,0.000000,0.000000,0.485143,0.000000,0.067360,0.059683,0.000000,0.000000,0.179050,0.000000,-0.238733,0.067360,0.365777,0.485143,0.000000,0.000000,0.000000
298.00,0.305066,-0.356898,-0.059483,0.364549,0.000000,0.000000,0.483515,0.000000,0.067134,0.059483,0.000000,0.000000,0.178449,0.000000,-0.237932,0.067134,0.364549,0.483515,0.000000,0.000000,0.000000
299.00,0.304046,-0.355705,-0.059284,0.363330,0.000000,0.000000,0.481898,0.000000,0.066909,0.059284,0.000000,0.000000,0.177852,0.000000,-0.237136,0.066909,0.363330,0.481898,0.000000,0.000000,0.000000
300.00,0.303032,-0.354519,-0.059087,0.362119,0.000000,0.000000,0.480292,0.000000,0.066686,0.059087,0.000000,0.000000,0.177260,0.000000,-0.236346,0.066686,0.362119,0.480292,0.000000,0.000000,0.000000
